m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,sh1,sh2,sh3,s1_z,s2_z,s3_z,s4_z,s5_z,s6_z,s1_h,s6_h,n1_z,n2_z,n3_z,n4_z,n5_z,n6_z,n1_h,n2_h,n3_h,n4_h,n5_h,n6_h,d1_z,d2_z,d3_z,d4_z,d5_z,d6_z,d1_h,d2_h,d3_h,d4_h,d5_h,d6_h,mass,modal_frequency_1,modal_frequency_2,modal_frequency_3,bend_stress,tor_stress,steer_stress,brake_stress,bend_stiffness,tor_stiffness,life,bend_disp,tor_disp,steer_disp,brake_disp,source
1,1,1,2,2,2,2,2,1,2,2,1,2,15.419972417618984,17.45997166788049,15.569584672766585,10.891425950017751,11.041987392330608,16.03324525456129,14.089127165310167,12.561766176920825,13.292583640108079,11.005248222964429,12.650621401133312,16.220701752076494,12.205924349151381,14.887366776573156,14.138830578070483,10.559878012096872,14.783894727124382,15.877666129369366,19.394180128947845,14.16006010385777,14.223936509711816,12.790849716265246,9.993331951319707,6.860063848186727,10.508459107363928,13.463438158343838,12.353925631961669,1.665732677239009,-1.71746483713358,4.1617132184823165,35,58,48,56,66,38,34,33,4,7,8,6,7,3,4,5,6,7,6,5,13.238817221413665,12.000814483250688,15.43832053101496,16.75310474493184,12.285907695446836,11.733934335513919,15.336616395410672,14.112802780310446,13.61742657722358,14.953902567750173,12.831120280701345,16.06694779985126,0.4274559162308455,9.874539603062914,13.729839854824686,16.85943036131097,110.68882975969063,182.1136326421294,121.41711696988057,153.64459497732472,1695.4623312440256,672023.3191300273,279194307.5584239,3.9917836958042785,12.62850045820434,3.7853683830302125,3.150408303928023,1
2,1,2,2,2,1,2,1,1,1,1,2,2,14.44624784170631,13.356001765343553,13.18633821487017,16.281878271715616,11.724503468442217,13.286247097188769,11.80264962404375,12.787297171948577,10.961382510057668,9.949844775232233,14.904303396086823,9.72571820302267,14.348121606716026,8.337769966285618,11.154908897646628,8.853142990139617,15.649421515077545,16.610816135348756,15.284359742578758,14.631801313945806,17.96077133935353,11.758845421125015,11.867361248581556,14.010363944350953,10.752377251639674,13.915929364738297,12.33318574187739,-1.5867937567197186,-6.833067972538499,9.905543536731503,21,45,42,70,65,56,37,35,4,6,7,5,5,4,4,7,7,5,7,5,13.809961663008181,15.720782697719974,14.907903315744116,14.336705611541902,16.11034468187938,13.963727212585571,13.416542840435088,14.680997486996207,15.13203167054959,16.036933063257095,13.986815287599155,14.117276982107953,0.38367160372117104,9.858426270742932,13.535974978738794,17.52264685950969,108.60069587867591,132.274756652284,103.47073875694032,130.20062868675356,1556.904377694238,607150.389587474,31222556.27749227,3.619874889537135,8.735762349291537,4.053262452961522,3.42303007789315,1
1,1,2,1,2,1,1,2,1,1,1,1,2,12.247636318501696,10.583028443991259,10.78329931031212,14.577802407213957,13.259213017097746,13.057404110331404,12.507604503001616,18.932598109735682,9.250072509765845,11.476274468364618,11.03607417261045,12.828107531349943,13.384768369201602,16.872991732871455,8.288047322286754,12.817686996852318,16.743537861155687,13.886007681933071,17.888165294523358,14.759372211062246,17.838556815396903,12.041854775060223,9.128930630763556,14.034170103995558,13.200530394302842,11.22864746494021,10.990727788939582,-0.6601171061429995,2.39324996946886,0.36580400606930796,57,38,55,50,60,43,30,34,3,6,7,6,5,3,6,8,7,7,7,5,16.426945175264322,15.308327071680688,14.896298656363882,16.44977052864427,15.192858533160448,14.434988270898918,9.66336167696571,14.017448398452439,14.316531848921295,16.138088041140314,14.13918032345433,13.46985459118371,0.44904664708398884,10.223507255008357,14.555828523388849,18.7635306442352,121.67284159590095,182.41370168651565,170.91593307310666,124.60280627918345,1638.3307352379138,473524.6367269739,170026475.46421725,3.8791790227900202,13.114717368398992,3.9225508065528087,3.0624604768129022,1
2,2,2,2,2,1,2,2,1,2,2,2,1,8.481877240446813,13.387130441422109,15.197039600007555,17.679959849582616,9.778863489092528,12.289725737381065,11.53090459735631,7.26289661337897,19.47256986862986,14.060202120797056,7.7516704365635025,13.139922907612576,6.129338361367215,14.572213642932127,9.844776934092621,13.728565479947894,15.239598953805677,11.886307132424536,15.505340904266092,15.024237986183415,15.6778005804482,11.885222292543224,12.759567458794024,12.176978471431852,11.216785693276524,12.21934232603485,13.338429673114726,-2.869724862790897,-2.867695365626451,-2.1059577595419228,50,56,44,35,36,40,32,35,4,7,8,6,7,3,5,9,7,4,6,5,15.409652201690426,15.962171550663472,15.319328402206486,11.674170719677434,13.651006481838207,13.600742385787056,12.634291976041165,12.68524663699432,14.798503235610271,14.77832661328478,14.948868507899808,15.650332876448953,0.4341468678752702,10.058620223067528,14.573136977189153,17.61339048128395,140.78092050138667,146.69016745196114,130.0855409789815,130.06371143770755,1562.5242383971358,582211.0708461092,187558306.16539937,5.284995897469713,13.856885013007199,3.460932746516521,3.21232184355754,1
1,1,1,1,1,1,2,1,1,1,2,2,1,11.957955165927935,15.350104947856531,9.893595948543048,9.697001937149452,9.067995608663413,10.07584663950439,12.503733717178848,15.147701580854932,15.961920650201131,13.483468177692053,13.13369068964703,9.959531576052338,12.281213248564182,12.1921771606341,11.926530145912384,13.06268425455092,11.91490885485662,16.68880238075132,16.81582252165304,19.620915829285888,14.993583694286272,12.120780201000946,12.228998361078268,11.932557913527734,12.915303717989428,9.700935362804344,10.628381438319387,4.800799139898166,-4.853501333284915,-19.820215553110792,50,51,37,35,46,45,36,35,4,7,7,5,8,3,6,8,8,5,8,5,13.269288255615617,13.55400337369895,14.708319778012518,12.38967353332979,15.47621176917988,18.787599027134036,12.528549187072791,15.194265643887944,14.294222770025938,13.587354088462067,14.97695068513376,15.169028337791383,0.4257503058932551,10.267264020741637,14.396975270885564,17.079609019808682,96.77035078560147,153.03084932436445,117.74118539689783,160.70646219372153,1956.0414657840006,570308.3539243537,1025050961.8918067,4.2991723838917215,12.603936617770229,3.5384734422523962,3.390264586201744,1
1,2,1,1,2,2,1,2,2,1,1,2,2,10.997570242661297,13.178616039101348,9.923731645483151,15.272449477399736,10.381598218563536,14.96325762452442,15.166369071388768,13.37602140674962,18.01308764275484,14.060329649616612,13.512322233351538,17.612818602280484,13.982260695875596,15.479415804822771,13.34570976250114,12.229592612165147,11.898139356360634,7.652513941848446,18.53105386152492,14.074040314420447,16.00677465001167,9.887455686809453,11.71418768343328,8.251513470536619,13.324231419272161,13.882464313748137,10.830179936099379,12.684924246159715,-1.5515927995167254,9.231362348637397,45,64,41,39,49,37,33,33,4,7,6,6,7,4,6,7,7,4,7,6,14.948891788897448,13.173861319846344,10.493652290334136,12.402737994486587,14.599290260503174,14.534219148367978,13.080047111719361,15.526848142950392,12.662148428927013,15.584217239004952,15.165531889579256,14.302752636235644,0.398448683675524,9.666809612394635,13.912633461297938,17.26977810167069,112.31678313803118,237.44915308426363,124.21106782007114,122.94667735115831,1683.4892479297025,557669.0776034425,181779802.90051132,5.514882021032809,14.321566372754265,4.109738570015853,3.768088019951204,1
1,1,2,2,2,1,1,1,1,1,1,1,2,13.971491199441878,11.927424704791308,9.994804132916787,14.236979758736792,13.394610803916825,10.595422256476654,12.846892212289713,12.960608276206651,11.83402191495354,14.351649697599358,13.005094915951474,10.800272703969194,11.161913970346035,15.480643893404736,12.891006857928055,14.386140281871215,14.508781460490066,13.648994653219917,17.45880355394424,19.041644977835293,16.990310101029003,12.093436641173982,10.679313634825544,12.395723871879342,13.909791490825775,11.029950127471366,14.290242139012108,-2.9322825748665555,-12.668085769964494,-0.7605653795520684,34,51,35,69,52,60,36,35,4,7,9,5,5,3,5,6,8,6,5,5,12.8273471319173,12.024740715583254,16.866239270961678,15.681249461279258,14.029514544060673,12.433156030354859,13.060287284776969,12.401102468539834,12.519231190708561,14.68773571792922,16.50830495483566,14.054981223633002,0.44195954011493205,9.826608407209802,14.30080815246255,16.976815714481095,114.52962653763609,183.59025310215546,122.92660403858302,133.41676664420856,1801.485154787319,626635.9879390425,568322886.2371334,5.612365760472785,12.184635138111139,4.685613641040118,4.740118664719751,1
2,1,1,2,2,1,1,1,1,1,2,2,1,11.204311776229048,15.089456056517248,16.761145113718204,16.636906395385527,10.238734499025341,14.386727265968986,11.394856451974592,12.50901968344682,13.790125574527268,11.69401139759396,11.857128106263511,14.101682854432443,9.271183874476366,12.504632440797833,15.023574109485414,14.153362226083171,6.974173493026511,12.969319553861935,18.265209812531207,13.00504260049999,15.312052187334832,13.674449321326561,14.607244386117841,10.74321342222113,10.302394638599168,12.699636528631725,14.623948451278677,-7.9009108902626455,-0.7587775193623797,1.2516976680968699,66,53,41,53,34,61,34,36,3,7,8,6,6,3,5,5,8,4,7,5,13.170256382025471,16.110451163324147,15.079627601107262,14.675176465275085,13.814060863015484,12.453436394669728,10.342828034712094,10.198948814109773,14.302046865842767,14.322221681231504,16.422271446676888,11.069617524077675,0.41734486442392177,10.055836121618897,13.093085537421082,19.853476274412007,92.25361313649915,199.8560222763649,170.54002136530943,160.60108965222358,1748.267604504255,680619.2863626514,95736938.39541617,4.171701223437906,13.393761328905747,3.89537092421032,3.237140063111184,1
2,1,1,1,2,2,1,1,2,1,1,2,1,14.53679038421919,12.817122036274434,11.810810796362752,8.063563546109094,15.492248398327781,15.60400469416864,10.082233650469348,13.2941158424494,13.349355921237699,15.499401835017359,12.69929723249263,10.640146912768918,11.131410355987986,13.548447579420731,10.75710045342013,11.667631598874404,17.958811094393756,13.186872111452635,19.42964651258882,19.708015390916515,15.446989246499635,9.20317637008426,10.592570109568253,13.237602017413316,10.065549023615395,10.223513998464231,12.197652678942328,-0.09829133897179355,-0.01293782726553111,1.8380241158622077,57,50,51,51,73,46,36,35,4,7,8,6,6,2,5,7,7,8,7,4,15.641647885160754,14.75132756982871,12.887431975392454,14.86315878367789,15.505833028961524,12.90846468881248,8.905351858497452,16.32106062025761,16.540669794766746,13.854023862876627,13.133629043486158,14.844474395278013,0.4155147714062093,9.9416006864809,14.321274920015245,17.35006276915965,121.82362624512506,226.7939778449862,163.96927245502064,124.88552087279686,1842.4524137324588,580745.0754439075,225562237.90084153,4.758940479885614,15.304287895543698,4.182627636008864,3.5045133166821127,1
1,1,2,1,1,2,2,1,2,1,2,2,2,15.703257808955891,15.702700510192411,16.43682921246936,14.943100292450428,10.847749783756024,13.058935990414117,11.317509846060364,13.450760907538045,8.475839841459424,13.033062276385637,13.038264862109182,12.18730337552408,7.303518251772231,15.352890704347013,13.707272416372241,9.928726477227013,14.022692055725265,14.348353763058284,18.88109522298124,19.238616701206233,18.23825223355859,10.998973154485817,12.500137070962108,10.961775915450257,11.916708737938162,7.777093024737753,12.559363335663322,5.0102462263349485,5.818533979935771,17.670047972624396,63,44,47,33,49,52,34,36,2,6,8,4,5,4,6,4,9,5,8,3,13.383277449943956,17.07428333193916,13.976879713795304,14.829414820903972,16.462259797591404,14.290326158098514,12.020109972398247,13.935156372480977,12.294506143206732,14.756696015137852,17.18370145332013,11.211973922056291,0.4376133710396941,9.638598798793012,14.590053279862952,17.595012272926063,103.62036827165284,145.41708152765068,124.58181203560437,134.79400417573265,2013.9825708925987,695587.4888331956,1074291412.1468835,5.088183319218181,11.369373079748582,2.8565726100135977,3.4632069401845333,1
1,2,1,2,2,2,2,1,1,2,1,1,2,12.660766461385325,10.56396970685559,13.620893935335124,15.074134180811598,12.851126006943534,14.74918214519029,15.119601241644673,11.708493393780847,15.576296354197659,15.165891546377688,13.081579545896608,9.42505085686542,12.234903189913386,13.92985584259745,16.479027446893664,10.766130191821658,12.874573496425812,10.412802709351874,17.170896625719806,17.44894268277983,17.77682348507024,11.222239586950158,13.359761647979106,12.503382887904904,10.69735860186669,12.401916165818138,13.225385162881725,-2.785055214608791,-4.310724849494425,-7.03694957846302,58,53,42,48,56,57,34,34,3,6,8,6,6,4,6,7,9,7,7,6,14.318384151644363,16.87755950484514,13.275962026997476,14.933820997677126,13.754876496625686,15.937961152984021,10.820071429922034,15.725518522851871,10.114387049021897,12.532946472326477,14.06293625839376,14.693268957295247,0.414395558508787,9.680571129258695,15.072735610069536,16.992622038067534,123.0692994970538,166.1340333069857,165.97082261586718,174.24812389054586,1736.1245917360927,694458.311908588,366074835.67931014,4.828891626149883,10.909530461368469,4.092184023704787,3.466763227206804,1
2,1,1,2,2,1,1,1,1,2,2,1,1,11.295001045415578,15.980563745390207,18.701252981297312,13.156318721967732,11.46353393420696,10.330542448273421,15.413308693122806,13.142248938726391,18.540331070705555,12.662633456607997,15.93325705096272,14.236101487312531,13.604088843041481,17.535595424042953,16.226178534005715,11.75296822006871,12.254325702689465,16.412542460425335,21.433180589006284,25.16973917482629,16.91776467305124,13.164808893793312,14.0194934791082,12.173311113431579,11.454246941830249,12.051192121933008,11.310524064159067,5.88141654817961,-0.6969637762910681,10.13660787347622,42,52,55,52,38,39,34,33,3,6,7,5,5,3,5,7,7,5,7,3,13.773510718261868,17.595590418017146,16.668814209982393,15.849696713822745,13.111117796342006,16.329375127130128,11.787746177367746,15.181297250754167,13.236469474728759,14.643280107482557,13.213894662764865,14.233588932025462,0.40451813288398286,10.154350217259479,15.41951465177246,17.86490984460593,99.4537886850858,189.9077116869687,146.09481200019405,131.0047079157378,1554.837596211539,694133.6340147436,841902248.4981534,3.987759609114441,14.915710733046168,4.098663181584328,3.4371792910005414,1
1,1,2,2,1,1,2,2,1,1,2,2,1,14.90424263690512,15.298571094193306,12.827381601836846,11.68780311867159,16.035169091507655,15.77326310890232,11.553835524135337,13.95891324314446,10.0388893838129,13.998016503938773,11.304680222526247,12.848271555412497,9.287956490138372,8.360568395925476,8.920048426145659,15.330990716313131,14.62811174955409,14.942698800607458,16.65274204581366,20.530733101936143,14.50527762448404,14.074784980246026,10.97414846600874,12.045338655979254,10.838989160413385,10.34959203320831,9.293396189893379,1.3443488327246516,-4.386920490757617,5.813986324583083,57,58,39,53,45,42,32,33,4,6,8,6,5,4,5,6,6,4,5,6,13.676094137025297,16.443676921221005,16.349702594095444,15.532170148416549,13.889459044878336,15.688420945498768,10.55183443055788,15.628459169937901,15.234867032813945,12.286913545361877,12.451105335406883,15.491182576038343,0.4198168529376667,10.071081700564326,14.375839713647075,17.82665701799158,136.2324260441423,183.1142559098832,123.75430216275262,136.33902329720172,1843.957889489943,609687.214973458,476001488.4201334,4.386905728774969,12.550475047529549,3.8633030451828443,4.111289107089619,1
2,1,1,1,1,2,1,1,1,2,1,1,1,16.408405224554652,10.02915919443063,13.651263860517993,15.73011949064288,16.311374436876914,12.639847939101537,14.653237689511844,16.35891360660571,14.508415083512892,13.671429226673151,13.31518485940434,10.28573485095933,13.695454670202132,11.675754432105123,14.574967218812894,11.436929257586442,10.610954902869407,12.178115810828453,18.80093471800836,17.654173216954206,15.776326734244781,11.38164965522253,11.186387421094745,12.558195001801874,12.94975901027304,12.06652446375222,8.997195282043911,7.747265700482264,-5.319535752741838,2.0634968110934446,43,54,59,42,44,44,34,33,2,7,8,6,5,4,5,8,8,7,5,5,12.868611516424366,14.033386455128133,11.896412242896346,13.790898553061227,12.776761511045496,13.792598211822106,11.017576308581214,13.9793036205094,10.943796019161443,15.280613051286863,15.03673514967559,13.208311537743008,0.4438493036297896,10.220649185053837,14.965883175664267,17.495472125261298,124.21938378151054,178.01600405360767,144.76754139885998,135.8885450655877,2012.969291312547,615752.1828398838,874071795.9872597,4.902686026368091,11.088375836228908,3.8619541277179295,4.003823650437224,1
2,1,1,2,1,1,1,1,1,2,1,1,1,17.296750524750863,16.933475018241403,16.132222786758682,15.530952654377497,17.112073020775625,12.359208291682059,15.53848662135489,12.709334164252668,9.033390232836075,6.732086593059894,17.73938048228508,9.970637522218006,9.624148031535341,10.992796212975442,15.246163669481104,12.992808709177364,15.140554426102806,12.737576323589197,17.857764940398134,12.686862971225732,18.901283013114604,13.477206879155561,11.129478587162538,13.511186369305134,12.59101830554157,12.373132948459327,14.876117411601381,1.9476482613413422,1.2425241146341068,27.366970523745717,56,48,41,69,64,58,36,33,4,7,8,4,6,4,5,9,7,4,6,6,14.072157377705302,16.488825560347998,12.880168090303773,14.77049939016134,14.315289945391195,18.317959896594594,11.547395181017826,12.911216884034427,15.990233751598568,14.654379439549087,17.588003599568417,14.053502412975305,0.44238505984476517,9.855077995017476,15.422793318052218,18.03741332347024,126.63140641215571,202.06909404248535,161.77196908231275,137.11701896375752,1203.890434999134,608658.8379656398,239882174.5549379,4.412668471508875,11.97016323015727,3.304089174284566,4.235658033570185,1
1,1,1,2,1,2,1,1,1,2,1,2,2,11.4280658219558,13.359574419553578,16.54107521330463,13.848024786487311,10.907209764297242,13.568928077309803,14.44278940391122,11.696240730797186,19.418560246455748,15.029341264890872,8.233600113190601,13.016351888112148,13.237622786444703,15.207640877509878,9.212681614907623,11.842250506826819,8.99575669641591,14.214960737314032,15.225595739806224,16.46293840819842,13.488650060394344,14.127699495051564,11.572058934418834,12.19210974323284,12.023600736872028,11.495905981007782,11.535420419027345,-7.980717048551376,-5.523967807439572,0.8436097901096797,59,34,48,44,49,46,34,34,3,6,8,5,7,3,4,8,8,8,9,5,12.863560719626737,13.291070649116685,14.731829791735397,15.375134114532754,13.781354008131625,15.278958249970263,11.521009803465567,15.257824128725852,15.367329886930667,14.578510497893289,15.192057670003747,14.117413943791513,0.45423464384239504,9.78958387007286,14.19277073409199,19.223705824208256,132.04092490801847,189.47963678659676,174.14448384302477,138.1929016013998,2022.5288063338494,630117.4948626547,376480613.7378434,4.819768063799474,12.39102863259573,3.3225527186246806,2.9337596865732243,1
1,2,2,1,2,1,2,1,2,1,2,2,2,16.174038243928237,12.566227458717668,10.319309260738027,13.395631511665254,12.72371949170864,12.772534663106619,14.8801254161156,12.434115117575553,13.270159651525933,18.410144225436284,7.352109707715091,10.19128003287765,13.956731072133746,10.395022444455378,10.808337541404837,13.464304544019353,12.275304764699513,14.632822898220613,17.09089847062731,16.370347873735582,13.837914171732319,10.352988401500994,10.280208877011699,10.688107323370179,13.936448249881575,11.575846302205838,11.055490876871737,-4.4488090887758185,4.687528746975237,-11.08544237342142,67,33,54,48,57,56,33,34,3,7,9,6,6,3,5,7,7,6,5,5,15.077357880845632,14.159551308373155,14.6545937340899,13.864371190916648,16.336657036145354,13.19995373316143,12.757768067816027,12.962907946238573,14.316462866039299,15.292170539991206,15.19961317334336,13.855590549351216,0.43515420088561685,9.541577546909533,13.412709307018675,17.741219686996192,142.41610242149207,163.26085375841166,162.3225854083072,166.9554264986789,2358.417885591253,620310.8917652245,230324743.75530773,4.248733886108678,10.998237930166905,3.6550903381576134,4.1099353042829865,1
1,1,2,2,2,1,1,2,1,2,1,2,1,17.158516483809265,13.10385285504541,15.35645224109084,13.830574670151279,13.598431575608824,12.653113739090525,15.496413427524466,11.047327400577947,12.454927685393633,13.759824791841353,14.834981430169739,11.46629879423801,13.828653208148374,16.897265329740335,12.3321524808277,12.65071661481195,14.540563873201096,14.98838747592589,16.421155111387122,16.061421675042787,15.174224808797176,10.825132903781329,11.890000363128213,13.098257385411028,13.213268952674722,11.540118005969232,10.501865007255239,11.30644562765309,-8.429700255092289,12.047183629275573,45,52,38,41,44,35,36,33,4,7,8,6,7,3,4,3,8,5,7,5,14.7627715620774,15.557118314632712,16.45928883860328,15.470163638393238,13.012650480716578,15.104773180553977,14.973206148492217,14.172694585948719,14.011963953192728,15.293493267144298,13.791680598530123,12.986314053442658,0.45059656255217245,9.912199099983454,14.533959975265164,15.91188576594437,108.68732301505867,197.02748210849023,98.70284204911374,124.69326283574384,2079.81479962434,672019.4831633345,1402770200.2753932,4.641812416170488,13.138549801840279,4.0341148530014275,4.175095138619993,1
2,1,2,2,1,1,2,1,2,2,1,2,2,9.024402086658213,17.635979364103754,10.66929680756031,9.645221133655188,15.606750279991747,13.301184468573474,17.552369830395854,12.108477092911382,12.793377214581776,12.309589055911404,16.04463491767863,14.749777344971292,16.08089941542185,10.930976151003325,10.270879269957907,11.051068592428978,14.695439758767291,13.437069380515057,16.475238632530896,13.67238990471079,17.049806033204852,11.03720102407462,10.386190910702432,8.107433668827419,10.192457576738231,10.860487809393645,11.533805114130422,1.4407989771354806,-2.816360228586193,-1.1595261243988304,39,52,46,54,54,45,33,34,3,8,7,6,6,3,4,8,8,6,8,5,15.56571737254737,17.627209424304677,13.581283153743684,12.885127128027555,16.599861578959313,12.97264502591291,13.882609979812653,11.201732342872825,17.98772614792468,15.566685035098407,14.307213076306914,14.803162884984301,0.3550660715577497,9.811776634886346,14.654032259431228,17.01567703191693,95.3990174920738,144.3585967786882,163.46441897719382,156.12987137720862,1843.664622021536,684909.3186839505,439688013.0816588,4.464712806263207,12.88695638762279,3.809394656195455,3.7080844766018624,1
1,1,2,1,2,2,2,1,1,2,1,2,1,15.230158165576139,15.084706919867505,13.15443948174695,17.258928720206583,16.50351766064093,16.92949333315183,10.777570000132274,13.616566813084507,9.014311207881462,12.394163641480027,7.663285830966202,14.71989731131477,13.000117709303098,12.662222321253683,14.420890686804672,12.647761914855652,13.765989769910032,16.391791292277464,18.389441166167327,15.27723309345423,14.668026304161412,9.588591170172831,9.103417601409564,13.311613970880675,12.774149203122974,7.868541675392957,12.426513037766751,1.4053538953476208,-3.4530507008402056,5.400653131332239,51,52,41,55,16,40,35,35,4,6,8,6,5,4,5,9,6,6,5,5,14.041688302695189,14.483869353684097,15.540801322172339,14.215012598896347,14.879641629110317,13.403186072154602,11.904902916859925,14.981634972566292,13.762231093848944,17.480682869463983,16.19158729117843,14.009140207510908,0.4813834977857879,10.004152969291448,14.49511305753192,19.54908384262573,151.21551335899292,197.57042458108558,112.08127127440547,119.69439856508193,1151.1848489475467,576001.5821203399,497526968.97207415,4.45654878550063,15.979957471676267,4.541459506416864,3.6604105929512016,1
1,2,2,2,2,1,2,1,2,1,2,2,2,11.000340547029552,10.943636818946404,12.536713449990062,15.064850944567954,15.333304520575968,13.224961799334665,18.384576547771346,11.468409653890033,9.936340423469742,9.779115589566143,11.210521178963589,14.324746475733825,17.167780319660785,11.173846535329849,10.88569750076411,15.998515883054765,14.436520505182864,11.322404296481997,19.194557429042128,18.2428212366665,22.02941875735616,13.444585631838605,13.332790414269084,10.920610469249745,12.632852992792575,14.68744586809664,15.289605042430281,-2.91899995735726,3.956099146054357,8.74836895258348,54,49,33,64,63,54,34,32,3,6,8,7,6,4,5,8,5,6,5,4,14.11016197209714,14.975663613877533,13.317047687124937,12.908433003940118,13.25057291103767,10.78812178695527,13.24856454506139,14.177719842607047,13.53857328294337,15.620264302891657,14.967252927009987,15.713918964772356,0.4352804254492076,9.27931389703362,14.030847664655667,18.074905474653995,121.24649038185817,152.1853476877192,133.07186854654614,148.62869724022897,1674.842620181454,682480.4833492178,930138900.4238869,3.553429498038064,10.883800683775387,4.594060799457623,3.49153018597899,1
1,2,1,1,1,1,2,2,1,1,1,2,1,14.615319315206472,12.140559204101272,12.297880560438777,14.92825678712131,12.984552090343728,12.919012216452474,14.775582189465021,15.278451096246593,10.108539005464486,12.346071100463707,13.790014544274346,14.240196165543225,9.33894116434828,9.917345617592504,12.353478168073668,11.14211517522722,10.49339880774843,15.224896399086258,15.305542333165548,15.696305735327964,17.812698276001893,12.618659607929605,10.641819353598402,14.056271108758523,9.49858504657977,12.284677237315513,12.590490322595581,-5.680319358466951,-0.9715003781884629,0.6208922544240245,47,42,44,65,43,49,35,31,3,7,8,5,6,3,4,6,7,7,7,6,14.15137273275261,15.51105026675471,13.545350488642125,18.12203228878861,17.812950151835775,14.454462167869387,13.64903018706938,15.610931717180163,14.778943425422902,14.45776975599805,12.191956166546934,15.765459185462419,0.41441960374300485,10.128542167200527,14.012131749852369,16.006766483858026,103.66041246390246,211.99900508265506,149.6724838592431,113.62448567509557,1537.3641522858788,674758.2869172913,165894184.9138853,5.630015847719873,12.821279279110938,3.656156515601038,3.3596193437942268,1
1,2,2,2,2,2,1,1,2,1,1,2,2,12.263716670197105,15.319110840851284,9.284533104680316,13.251711125082963,14.192323362099629,15.883727711812417,12.19803507367306,10.892866417588696,12.209624619983408,13.935271481945007,14.463371119555836,13.420356860759563,13.392988619870748,13.53008162702845,14.460211785075948,13.45129588040349,13.588991794397959,11.19302878975583,17.45593305625745,19.997485724407895,14.578604817626479,13.261675465063965,12.809010826652258,11.638901677211246,11.76236236655339,12.567292791114875,10.70569920957867,-1.1315050209894801,8.773736667256992,-3.5530919459649986,55,41,47,58,67,44,34,35,3,6,8,6,6,4,4,7,8,7,7,5,14.340230761088842,13.805509864315376,14.606757805747192,14.487017745002065,15.157010794500305,14.117510782067727,13.542445871580341,15.226685787624671,12.316385345474384,14.004573130250888,11.822969338888898,11.45732938596112,0.4271395605532419,9.45432110330751,13.852099616274355,17.252860929880715,118.34313816182244,200.9414051243362,149.52874348216665,159.9879020300565,2159.745148774841,562663.4295233221,467776723.298068,5.304723627994593,9.569896506101397,4.859184877038943,2.491955677561283,1
2,2,2,1,2,2,1,1,1,1,2,1,2,9.907824921959243,13.343199888209524,12.662860579810824,15.10491360121928,14.807492174942332,13.163725018666542,11.156627794316009,9.870539143201654,9.471772516238739,10.489013057972311,13.62170467375052,13.484530565878092,7.510305293566923,15.206620236321866,14.488859164030163,10.385356611682324,11.636024404231533,12.76173373404623,13.092998038371036,16.83547452565074,14.446263508749064,12.216955599377394,12.542914759700544,14.252073701078201,7.715009768702355,11.401685353031096,10.834172692939283,2.6819954263498644,0.5333145927055563,12.559083371881549,43,51,62,45,66,62,32,34,3,7,8,7,7,3,6,6,7,6,7,5,13.742268142460285,13.811585393840527,12.513196245339364,13.639812657592872,13.98454229781965,17.24470364932273,13.103754415182895,14.390690239445671,15.451139539977662,12.80978519997928,16.0064755175008,15.186098960379773,0.4219761689257943,9.740848633754144,12.904373504088298,18.257193081549474,102.47357910736393,206.2196531456853,111.90030813991177,151.21929340339696,1641.653732503873,660552.4008578025,109977452.71228169,4.535939614052621,11.522319970183638,4.345980682043106,2.832523837217715,1
2,2,2,2,2,2,2,1,2,1,1,2,1,18.14476613304796,6.66858080976271,12.470739143918214,14.489443884016811,11.88085545551097,11.102713473605414,17.67960256767641,14.500909357188835,8.969389012285685,11.857201587017006,16.45738665973353,9.975519617918724,13.362198933395973,14.456224284534727,14.439933880435907,13.660363240933412,10.042049212822565,13.673999989617348,19.41074551396596,21.764425049444313,19.168454397418024,13.57955399184083,12.494320581229829,13.173091401211366,15.817996778301575,11.678558454054489,13.152003846827439,-1.667488050122922,2.429886147193045,24.483457523378753,46,49,53,60,64,38,33,35,2,7,6,5,5,4,5,8,7,8,5,6,11.041310767403719,14.45020267402122,13.746510306738957,12.968828039003478,13.398984273815081,14.544184964191057,11.38793805904987,16.315045694972273,10.72311164805968,15.784702611555446,13.385237040248688,15.85341793161714,0.4266658147782677,9.599107441251906,13.871225728349984,16.320537482922507,94.17549087046845,207.7075699820691,170.73078628779822,131.5883927061058,1870.1396579024472,533382.5142809934,485757726.077192,3.8358937420377885,11.487671378017836,3.924804540331559,3.1042565333616223,1
