m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,sh1,sh2,sh3,s1_z,s2_z,s3_z,s4_z,s5_z,s6_z,s1_h,s6_h,n1_z,n2_z,n3_z,n4_z,n5_z,n6_z,n1_h,n2_h,n3_h,n4_h,n5_h,n6_h,d1_z,d2_z,d3_z,d4_z,d5_z,d6_z,d1_h,d2_h,d3_h,d4_h,d5_h,d6_h,mass,modal_frequency_1,modal_frequency_2,modal_frequency_3,bend_stress,tor_stress,steer_stress,brake_stress,bend_stiffness,tor_stiffness,life,bend_disp,tor_disp,steer_disp,brake_disp,source
1,2,1,1,1,1,1,1,1,1,1,2,1,14.768414364763885,13.470449702857875,9.593361761639244,9.0592718936241,15.86189082810597,10.071067801953175,14.793671360690496,14.969206208756075,10.962897231904208,14.68203619918495,12.198236894546426,16.022012242741766,11.751884075216369,16.280886625681887,10.939277260549716,10.317406003290673,14.874640564070432,15.978118761486256,18.57959817092342,17.10864792407665,14.607104792128666,10.23298913540566,10.50764281452939,14.519170179559296,13.671685616795004,14.98892210066333,9.846625505306292,-4.549999181093881,-5.335425927798497,19.153784332767827,47,41,50,41,50,53,36,36,3,8,8,6,7,3,4,6,8,5,8,6,12.5,16.5,16.5,16.5,14.5,12.5,14.5,14.5,16.5,14.5,14.5,12.5,0.431842,10.363692354792535,14.281449381726802,19.100348077244742,106.54946382239967,170.74622526478012,107.49254608154295,140.37145901380404,2082.688745619565,695336.7723199232,11241244.0,4.020416489349987,12.258320201907749,4.17268461257929,3.5292466932818223,0
2,1,2,2,2,2,1,2,1,2,2,2,2,15.651219870051136,12.76002730007167,14.205859375506408,9.679305887519147,10.606880178296706,14.646533146471484,12.350407752994215,12.206780038046418,16.064337112096837,13.00758398740436,11.972223835386105,9.667598366475431,10.24812816324993,13.93692135901074,15.389426314126467,9.620112508739112,13.142318029975286,9.833979470160555,15.332630447432166,14.824072950257689,20.02629573605373,14.238910911117271,11.897485154106109,11.54328762638761,13.889886820288666,10.31574067738984,13.23683550698479,-5.775699543159135,-8.12476960312415,13.993634939844924,54,46,52,57,41,61,36,36,3,7,8,6,7,3,5,6,8,6,6,6,16.5,12.5,14.5,16.5,12.5,12.5,14.5,16.5,12.5,14.5,12.5,12.5,0.400047,10.00604132493848,14.199136234909664,19.0606642538885,120.6568902817274,195.8550832069785,145.78533935546875,143.80261582494072,1931.2532840937035,601761.7771534651,2043145.0,4.7347196287567925,13.78104529894618,4.428875059374317,3.871867829133171,0
1,2,1,2,2,1,1,2,1,1,1,2,1,11.39130737283267,15.097314303042369,10.902651245007291,14.48420739476569,11.43900464498438,15.965666787000371,16.971808245638385,11.271347626345232,16.1737060660962,15.44685831409879,15.737416016170757,10.792839790927246,12.169759132200852,13.203275778563691,14.699031098047271,10.656451947288588,16.87530589499511,13.819013227941468,16.978417674312368,16.899349737213925,17.72727319621481,11.46080477623036,9.94260257174028,14.497969261778051,14.358951864007397,12.26632373960456,11.763593742332889,-3.746141821233323,3.914007510553347,-22.75735651139985,66,36,45,48,78,37,32,32,3,8,7,6,5,5,4,5,6,5,5,4,16.5,12.5,12.5,16.5,14.5,14.5,12.5,12.5,14.5,12.5,16.5,12.5,0.410522,10.394385117410344,15.45164578371162,17.010533285118235,133.36153514946068,207.2204846350456,115.21631622314452,163.25820289227278,1463.3715981235407,637448.8016741682,131121.0,5.940987485466353,16.01871185538715,4.609445994171392,4.819429324606202,0
1,2,1,2,2,2,2,1,2,1,1,1,2,11.037091761099871,15.12207229444175,11.52062417982961,12.548528427578276,10.160425610578386,13.094591463537654,16.444276579626603,14.790287614654517,10.748678006435512,10.222480532800546,13.486042251315666,15.093946664914256,14.968795479013352,11.653140000620624,10.932591045246228,11.322832247096812,12.445501581969438,16.591654310090235,17.671756675903453,20.253561053745216,16.626073503604857,12.922607741733373,9.649979628833536,14.687454350416374,14.62507436020678,14.448388600088949,13.971915782989528,0.5247046163822233,5.168057754428446,15.180794137497289,38,38,51,45,71,67,35,36,3,8,8,6,5,3,5,6,8,5,8,6,14.5,16.5,12.5,12.5,16.5,16.5,14.5,14.5,16.5,16.5,16.5,16.5,0.491122,10.108165077511853,15.270694289704574,19.782451898965174,93.84751086559288,145.06212477739714,77.17935180664062,118.07091159256836,2392.074583607148,776415.0225158627,466118176.0,3.795848785615676,10.451775813860774,3.340322559044364,2.9788457072259225,0
1,2,1,1,2,2,2,1,1,2,2,2,2,14.636679229253788,12.980243029640404,13.385198510295597,12.37788773070497,13.267943356346224,13.587912893723114,12.085769590266864,14.441397979375324,9.559838942645,12.453662253086804,9.827118185858126,9.222353717064834,14.229102602854256,15.339022997170105,16.59228063635237,16.818485163152218,10.580448620021343,16.244090519845486,16.078981690108776,17.63713886588812,20.160396210849285,10.178523363545535,13.1803010199219,11.817251550033689,11.62583594955504,13.002394231036304,13.610129753127694,-1.4755534948781133,4.574451654218137,-4.427996740676463,36,51,45,47,51,53,35,35,3,6,8,7,7,3,4,6,8,8,5,5,14.5,16.5,14.5,12.5,12.5,14.5,14.5,14.5,14.5,12.5,14.5,16.5,0.432177,10.385741361505184,15.811420112849808,18.79359313292513,115.05251191900334,180.30941103525177,101.43716430664062,139.38227129358103,1856.7921251803823,700211.0345620154,3177437.0,4.645193043196862,13.13859922381575,3.843135398947064,3.742469654639761,0
2,1,2,1,2,2,1,2,1,1,1,2,2,15.514351025398357,16.905199014523532,9.826861475303303,12.653675972891506,9.47128955012886,12.540123643295374,12.580479727766942,10.797715068270918,10.935070017527323,15.44110193377128,9.291115327447187,13.979482577589806,12.851433365780396,16.95961079368135,10.193295146978926,14.073730783944484,10.186761859979017,9.800822046527172,17.229962044104468,13.634498927218374,17.177407705399673,9.993699748491052,11.874423895278596,9.122064273178694,9.377869761214242,13.948140329870512,9.053450705498108,0.7429162911648746,-4.318766138727369,-11.302570111445675,42,51,61,55,51,38,33,35,3,6,7,5,7,3,4,6,8,5,8,6,12.5,12.5,12.5,12.5,14.5,16.5,10.5,16.5,16.5,14.5,14.5,14.5,0.364589,9.921938098207788,14.87948606202681,18.17178154972952,147.99451483048423,239.70982241123457,169.48849487304688,174.16609620386131,1439.5024144593417,521526.092877813,13649.0,6.116125587731715,16.930004235976877,5.234046826790944,4.95415701426221,0
1,2,2,2,1,2,1,2,2,2,1,2,1,16.58869797072839,9.057785053155383,13.400591006386094,14.318140653311277,15.94920698076021,12.036636589444242,12.02138233918231,12.541490427567624,12.90513942099642,12.76627547328826,13.404598111170344,13.63258449861314,15.106321818078868,11.209396349615416,9.62683410558384,12.766577075584792,10.772214182536118,13.095806595287286,18.069976327824406,19.36870629095938,20.865860204095952,12.535539221746149,14.991529416205594,14.249020210962044,11.812694491498403,14.52386519711581,13.228913070081036,2.736739991159993,0.7616226743994048,14.320184287018492,58,38,43,58,77,45,32,35,3,7,9,5,5,3,5,6,8,8,6,6,14.5,14.5,12.5,14.5,16.5,16.5,10.5,16.5,16.5,12.5,16.5,12.5,0.479723,10.421412775803525,15.59366078501645,20.402576348233755,94.22988670994916,146.85475520171184,81.9847640991211,114.13231138600682,2413.265822579381,811391.9279847565,574315360.0,3.652735070351501,10.418833988478324,3.343132567092653,3.0858712473307914,0
1,1,2,2,1,1,1,2,2,1,1,1,1,14.389865792094495,12.441501905763287,9.40941686925362,15.392022106650984,15.81743206756073,10.838506378320744,16.898014974285616,9.972497361100976,12.535535514092771,10.925544309051476,13.91206818909268,13.07756128240726,9.358143001998542,14.87100656804978,15.303891581919745,15.358483425661689,10.92952650107327,12.78313960097148,13.535478489444358,14.910676641244208,17.31218422317761,14.956964918943411,11.104662435922364,13.677372110316355,14.191447300174332,13.1876012025823,9.738602357196214,5.400761226232135,-0.652456746702228,-2.545438098812156,53,42,46,42,66,38,34,35,3,6,9,7,5,5,6,8,6,6,6,4,12.5,16.5,16.5,14.5,14.5,12.5,12.5,14.5,12.5,14.5,14.5,12.5,0.391513,10.326294398076858,14.822909735243934,18.284296665530853,132.90584675956887,219.15589505888585,150.71798706054688,161.04711628587933,1595.054465859417,615383.6155334784,1264262.0,5.476925045169157,14.76307697684642,4.636010149272493,4.282253094224802,0
1,2,2,2,1,2,1,2,2,1,1,2,1,10.370750266476534,12.242492482881062,11.638717834255658,10.26129624794703,16.289324713288806,9.111922400887124,16.882968588150106,14.191963307443077,10.370982564403675,16.376698692212813,12.106625311425889,9.610667446511798,13.04854557046201,12.965517512406224,15.315168293542229,16.05012017104309,15.988684053882023,10.610106938402168,20.07318274339196,14.433284146594817,17.157956947921775,14.369851622876013,14.249332324397985,11.367377310903976,9.214002158056246,13.59640692701214,13.254080035054358,-3.223245723187574,-6.104135569257778,-14.531333742968854,44,60,47,43,55,38,32,34,3,6,8,6,6,4,5,8,8,6,8,6,12.5,14.5,12.5,14.5,12.5,14.5,12.5,14.5,12.5,14.5,12.5,12.5,0.387599,10.56995932219978,14.928983914204329,17.76443015320976,143.02897795660286,228.37649048036505,153.30430603027344,167.76875371535937,1516.714792874832,630323.5265969704,28188.0,5.783264947857845,16.254453693756115,4.853501762428253,4.772543937388184,0
1,1,2,1,1,1,2,1,2,1,1,2,2,12.614954431075605,16.344009852502495,14.343344986904413,16.510731937829405,13.49629754992202,13.607495962176472,16.60563885467127,14.554696584586054,9.93511587800458,11.25728084752336,13.827243373263627,15.450313972774891,13.23777347477153,12.654530508909374,16.67946706013754,16.475269267801195,14.367159057874233,16.329752987716347,20.613922387827188,13.97673616046086,19.973447721917186,10.836830220068803,11.067426564521156,10.990568783017808,11.152631367905997,9.38045462302398,11.950925957760774,7.449599094048608,-2.484923216921743,-19.501889413630124,50,49,44,56,65,42,32,32,3,6,9,5,5,3,5,5,6,6,6,6,16.5,14.5,14.5,14.5,14.5,16.5,12.5,14.5,14.5,14.5,16.5,16.5,0.410578,10.310840710994004,15.559821244352554,18.01718189904803,141.96551995381935,237.51243922452767,160.46432495117188,154.11361426009026,1624.6015770744186,637891.6131609054,5695747.0,5.557926033116878,15.299929207916705,4.623953826212883,4.770680976548166,0
2,1,2,1,1,2,2,1,2,1,1,1,2,16.52763333998155,10.290551651618443,16.947743853437714,14.997359631001018,16.009352925117128,10.45400830951985,13.985884524765424,14.786887250258587,14.232392852078192,9.895588435581884,11.787388050812297,16.145140306442045,11.062033749069087,11.014632182545029,15.408952753874471,13.132160704000851,13.064049103180878,16.881889310083352,14.984051553416066,19.16549614572432,20.334905455703847,11.484296371025266,14.02251513666124,12.70188716010307,11.485788354329998,10.575342010968598,13.36176920813159,3.985358500780421,3.42523838915804,-8.52690982040076,66,43,46,75,69,60,35,36,3,7,9,5,5,3,6,5,6,6,8,4,14.5,16.5,12.5,16.5,12.5,16.5,12.5,14.5,14.5,12.5,12.5,16.5,0.450595,10.49636540049261,16.243275598778244,18.3226497991292,108.61712532416124,170.89561995682595,116.63175964355467,132.39521580592165,1899.7540246957024,752331.5476813214,3755931.0,4.595787041164481,12.196801228698806,3.828265138443628,3.717453927292379,0
2,2,2,1,2,1,2,1,2,2,1,1,1,12.816813000419645,16.82096846838249,14.775831803155596,9.478600760165136,14.657728658930864,11.596942992589902,10.794439122488257,16.63306292350171,14.620849559956696,11.259618549316656,15.431322188524064,11.240989162761252,11.88412966200849,9.855594765103888,12.020034553890582,12.554955590690952,12.544647526869085,13.092035689100156,14.959158915502485,16.15121919772355,15.24806188599905,9.568038843819522,14.387303456038351,12.839607114568937,14.487817983332206,13.696649363278992,9.268718276245636,-7.425706693182292,2.6979814347505453,20.611867146792065,36,37,50,52,52,37,32,34,5,8,7,7,5,4,4,5,8,5,8,6,12.5,14.5,16.5,12.5,14.5,16.5,12.5,14.5,14.5,14.5,12.5,14.5,0.415843,10.32675630383285,14.33688636601459,19.20553988452617,115.50576756731591,174.69602364922105,135.3538360595703,147.93362785785226,1983.3778482485009,670480.6774876557,60447379.0,4.3716373079247095,13.184689195317077,4.385645088065559,3.3853203400011225,0
1,1,2,2,2,2,1,2,1,2,2,1,2,11.209621729387436,13.637917908199595,14.02501222823048,15.142625817854425,9.311680355167482,11.975280915678011,16.074456321599428,9.099155505013186,13.670522719679866,10.292842142574957,9.711611406470183,9.54820094985189,13.332304514071438,15.0234369293903,16.10703235917026,12.85489615314873,14.586837587936316,13.948552502610257,18.38888895470882,15.056726952840108,16.56957969540963,14.857379403882078,14.7812508893403,9.922077589304536,9.214856852820958,10.80740965458972,9.469622733231516,8.14805274373066,0.8946801745405537,-17.38011862232088,55,53,50,41,75,50,36,32,3,6,7,5,5,3,4,8,8,6,5,5,16.5,14.5,12.5,12.5,16.5,12.5,14.5,12.5,12.5,12.5,16.5,14.5,0.390936,9.84073350828775,15.802770803224195,17.771869232205177,138.30159784438186,222.70734051433604,141.8514862060547,161.8038537334895,1546.0971162910892,571289.7469852925,8711584.0,5.93346008725086,16.266661641391526,4.698204443983911,4.7730503596736975,0
1,2,1,2,2,1,1,1,1,1,1,2,2,12.930814013932832,13.697005962603724,9.615116458502598,12.227611970738508,10.810243233223446,9.898821677663364,13.3293973748805,11.285080748260953,12.582076800172215,15.220812664949335,16.802998103317805,14.95724474696908,14.084761808742767,14.505910195061006,13.683741500717588,13.547488270909524,12.648757376824506,9.935035345726646,13.824047897127455,14.580425177351572,19.826881325920112,10.505218050180702,13.365639065945288,10.278456628293496,9.692613739374792,11.446719653176842,11.269667588261656,-4.890139837443712,-6.818686985745444,-16.838402295587002,62,50,45,55,57,52,34,32,3,7,8,5,6,3,4,5,6,6,5,6,12.5,16.5,16.5,12.5,12.5,14.5,14.5,16.5,12.5,12.5,16.5,14.5,0.372139,10.145767855679614,14.89550184185503,17.479374748128546,146.88758275023065,235.82908673705575,147.9290313720703,172.31350312975638,1393.0417676271954,551579.1916954648,323391.0,6.127306729249614,17.198878589154855,5.100574843303467,5.113471091714723,0
2,1,2,2,2,2,1,2,1,1,1,2,1,15.8232312463806,10.04649183555739,9.415197414869908,14.268392439757008,10.580250355473254,12.71557635749923,15.112434413807932,15.99526253977092,15.687420303060208,9.01913356251316,13.520012046734337,11.654395730991382,9.280824453628156,14.83280122029828,15.36331764847273,16.964189869177062,11.68710174417356,15.349741056852508,19.34158880409086,18.25594640505733,17.078170805296395,11.404366394956014,13.508731032183276,12.886179765788256,9.341291733595426,10.96898279779998,10.986852446265402,-2.796539141469111,5.992899274227966,-6.777808554114017,58,38,51,39,56,43,32,32,3,6,7,5,6,4,5,5,6,5,5,6,14.5,14.5,14.5,12.5,12.5,16.5,14.5,16.5,12.5,16.5,12.5,14.5,0.438346,10.061725067060188,14.74118241800625,18.56208303799324,115.1899084418148,175.94550015653672,116.55940246582033,142.80665846426817,1847.4082508724964,661505.4811106832,12998325.0,4.820955993428847,13.404596560292369,4.14174581886446,3.8975903999720094,0
1,2,2,1,2,2,1,2,2,1,2,2,1,14.298087849339936,11.06945470283972,15.085346438514534,13.910566243168432,10.34742966858903,13.20581187895732,11.834009803424124,13.872471539129036,12.375981879478786,11.349509083956946,15.2131671817624,16.736333825450856,12.533091548888478,15.430295568250584,16.970228155667428,15.15048641321482,13.206695984175894,11.568430378392804,19.35544425674016,16.84143720456632,19.057929666771088,12.730709643787122,14.439530479416137,12.323942168950452,11.198780811202596,14.702096972599977,11.21982136175211,-2.3778038767850376,-4.775595143313694,-22.382614701280545,41,40,41,46,60,41,34,35,3,6,8,6,6,4,4,8,8,5,5,4,14.5,12.5,14.5,16.5,16.5,14.5,12.5,16.5,14.5,14.5,12.5,16.5,0.415643,10.44146938663904,14.980268628412407,17.387422980696904,131.05213274647554,204.09296595973748,112.1198959350586,158.73708923138005,1537.3399728565837,658040.1087817176,226439.0,5.700093386461096,15.432249245914845,4.736793376623932,4.638339252889374,0
2,2,1,2,1,2,1,1,2,1,1,2,2,10.675669939431828,14.897912068234293,14.14107836567564,16.77167392935371,9.480920707981568,15.945839947962668,16.113553891598713,16.918608782289084,16.480498398828786,11.430003955902066,15.780403189070055,15.835555879806634,13.387992918665988,14.109973498561883,15.198353905871045,9.104462786985096,12.124219973746222,10.74287276150426,14.90653649129672,15.629935607721563,17.96401062066434,9.37276197243773,13.044823474265286,12.723371499290806,9.842572878478675,10.269518285014785,12.616918408093625,-1.9920916136543383,-8.25444820625853,-20.127217955167,40,55,61,47,53,51,32,32,3,6,7,6,7,3,6,6,6,5,6,5,12.5,12.5,14.5,14.5,12.5,16.5,14.5,14.5,14.5,12.5,12.5,14.5,0.389213,10.68505887695814,14.57713174385657,16.997605974264427,142.90385540538276,229.06886091034465,143.04928588867188,174.0596016248155,1353.9238329855823,624843.6375146165,102897.0,6.300083625685285,16.791290140015498,5.011414407934477,5.217684650506568,0
2,1,2,2,1,1,2,2,2,2,2,2,1,10.52927991055185,9.594568091270048,14.528320333047304,12.51696724287467,16.46602144051576,9.783576858986637,10.317359385138843,14.044977315992584,10.461292719992343,15.626537703734355,13.491513360349929,16.463274147652555,16.89000577252591,11.432733643625395,16.360655601194594,14.587734460190404,13.910188008623663,11.615989475336391,17.764692561759148,18.23352162755328,17.984405565599445,11.599388229995384,10.31232922784693,12.523267991826287,12.600450532438115,12.218125801169665,11.98488341648772,2.748795823812543,-5.680723608173139,-2.7183799753474887,40,38,39,76,50,37,33,35,3,7,9,5,6,4,6,8,8,5,6,5,12.5,14.5,12.5,14.5,14.5,16.5,14.5,12.5,12.5,12.5,14.5,14.5,0.438178,10.39473589981089,15.071518176863147,18.937717737472457,112.90422803283272,174.8734335380781,97.3825225830078,141.76463520877405,1885.997729949428,709500.9002228534,4328587.0,4.699071238825203,12.82058991696349,4.070307442946979,3.766699306865248,0
2,1,2,1,1,2,1,2,1,2,1,2,2,12.197892946162028,9.900762845616557,15.876363437826512,11.640102998440852,10.913063251849962,15.786693173780804,15.778413776977686,12.429988871881504,12.511952875152929,15.225319096673047,9.003963490220485,15.538235453976084,9.976374412392031,9.535417341016,9.822418061754432,13.5742450436519,16.83904187285225,16.428211151476717,20.87386283112573,16.136805544694653,14.728278930735542,13.635097725324158,11.834217594041547,13.570521157416806,14.565038546897997,13.991019143613812,10.167698895013018,1.5221645489327784,-8.037522643342527,-15.827750618398568,53,43,43,49,46,58,36,35,3,7,8,5,6,3,4,6,6,5,8,6,12.5,16.5,14.5,12.5,16.5,12.5,14.5,14.5,12.5,16.5,14.5,12.5,0.400572,10.01795799113913,14.786151571561524,17.528313275550307,138.33490599606884,210.88453365058487,126.61631774902344,165.65933944369272,1497.8568710517077,594721.335419703,26451.0,5.492546323665011,16.34361058488693,4.88339953604114,4.656322497236636,0
2,2,2,1,1,2,1,1,1,1,2,2,1,9.94014752941439,12.80558098788606,16.92484140821034,15.402541919436771,11.038540216221008,16.90022808528738,9.359233859519009,10.284997859795112,14.106910773611162,16.691037957847584,14.402535813453142,13.929872025561052,9.932438910065684,11.615282438986467,9.181566642189864,16.34153105301084,10.228150433918929,10.393272455141414,17.06988415174419,20.72824859136017,16.640180436952505,9.218427332802094,14.351241878859582,13.05171806398721,9.426384780366789,13.36993618773704,14.75433315608825,-3.209659775973705,-2.3150330040298286,18.97607221478393,38,53,55,52,38,56,33,35,5,7,7,5,6,3,4,6,6,8,6,4,14.5,16.5,16.5,14.5,12.5,16.5,12.5,16.5,14.5,12.5,12.5,12.5,0.473858,9.935946905924764,14.84381014342027,19.610091811953872,94.85783021880388,145.02850723883492,98.451904296875,118.38531751227931,2367.8573146228496,743546.7685578372,173920936.0,3.804806844323988,10.93708478638114,3.618956239321202,2.975801603318332,0
2,1,1,1,2,2,1,2,1,1,2,2,1,15.191160772912554,9.088275524714843,12.039513350100606,15.219091740480508,10.175705331595964,13.02778641336772,11.514798705335124,12.872558849208872,16.92983937029203,16.35127308726078,15.607133980083743,12.163443550409283,12.804866634018254,12.211485622858165,11.809630006726366,11.985229709127452,9.13313334126724,10.374074533057865,19.40446483081905,17.260594086663332,14.792960347316694,12.98647589639586,12.311528157108114,12.266612053106655,10.89470913914556,9.138549373557908,14.763201210080297,1.9604847639493528,6.747344006631465,-15.108360534803069,37,55,46,75,53,56,36,32,3,6,8,5,6,3,4,5,6,8,8,6,12.5,16.5,16.5,12.5,12.5,16.5,14.5,14.5,12.5,16.5,12.5,14.5,0.416036,10.273653318932586,16.23117076273871,17.988462773770525,128.37257962351174,197.2079923385112,154.71470642089844,153.5357815068102,1669.28442237921,647190.2963409362,202403219.0,5.373138972282495,14.124817853505224,4.56698311823872,4.375627887727769,0
1,2,2,2,2,1,1,2,2,2,2,1,2,12.4057285800518,12.751539181888802,15.142820075008784,12.768874931352912,11.667153287766268,12.327062376280082,12.72911065662629,15.982355978077976,9.98934185373946,16.316971001186175,13.132908110361312,10.365640100295424,9.29686495763599,12.305651047703575,15.671695980563529,9.17336608908954,14.39628752655699,14.729110134736402,13.973067903745688,18.68948296198505,20.728274447930744,12.07526236758713,13.444355948136945,13.202808993206418,10.391652094614985,14.232327862853708,14.738975207445035,4.368339548087533,2.338937313830684,-18.85106817585256,63,36,39,47,42,65,32,32,3,8,9,6,6,3,5,8,8,6,8,6,12.5,12.5,14.5,14.5,16.5,16.5,14.5,12.5,12.5,16.5,12.5,16.5,0.432277,10.49115294481493,15.983545507316093,17.471291053413935,117.963063427079,186.8390168848952,94.91829681396484,145.2980143947191,1661.5477090483676,721253.1376658297,3857688.0,5.159444980189156,14.042971175895016,4.332517621393859,4.433483075743826,0
2,2,1,2,1,2,2,2,1,2,1,2,1,16.576514935004525,16.236298275529407,9.400409596855752,15.089595241821373,9.526518694940023,11.453213847591542,12.846845586667769,15.310905926278792,12.192769983666947,14.727399320690893,11.525710335816257,15.066846521920525,12.667550619575197,16.398376579745673,13.90798973373603,12.49329130013939,11.105268580722624,12.464931120513938,14.379151786561124,13.764345428324305,16.05558788764756,12.223227347742068,12.777107765577966,12.186903991067084,14.330329020885983,12.86558470784803,14.811045571375873,0.504429033069755,1.3235015424288576,-20.731601336054155,40,56,55,40,72,38,35,33,3,6,7,5,5,4,6,5,8,8,5,5,16.5,12.5,14.5,12.5,14.5,12.5,12.5,12.5,14.5,14.5,16.5,14.5,0.376077,10.29160132588619,14.75717623931868,16.647605752040793,161.01528610062272,252.8548491133015,172.4597930908203,191.37136124068172,1328.51459246299,565153.9300724225,25819.0,6.598815811351773,18.018546656659204,5.508399834403306,5.437055515434891,0
1,1,1,2,2,2,2,1,1,1,1,2,1,13.87692023240379,11.54937609026092,12.246278373611858,15.016215170238866,15.581384741090003,9.904237178823678,13.709071524994217,16.345930322044296,16.521941422339296,12.99149337245035,13.607549498876324,9.558431501936866,11.405439970403677,10.615153274236944,9.882821594917914,16.575924754113657,13.732848960760748,15.512954659032404,20.05406679966836,18.226833697844995,18.95932054737932,10.520836282325035,9.32331653865549,9.064438451758178,9.81112594030128,14.608359541896789,10.974767137151504,-0.1962369916764146,-7.429740865150961,-3.4069393602731,62,36,47,38,44,42,35,34,3,6,8,7,5,4,4,8,8,6,5,5,12.5,12.5,12.5,12.5,14.5,12.5,14.5,16.5,14.5,12.5,16.5,12.5,0.449197,9.974520062855312,13.764369635007908,18.70298693410872,110.82426368057168,171.1138495772978,125.35559844970705,135.45431072343914,1924.1805843437612,684291.0967217536,15758665.0,4.615985647670775,12.844087404861146,4.185918228942931,3.703110934681548,0
2,2,1,1,1,2,1,2,2,1,2,2,2,12.747154457611032,9.107882103533484,16.97779658541549,13.845830639475023,10.247890737024136,9.711446818546392,14.619029670138843,10.871039460995236,11.88928733218927,13.646650972426867,9.447356280987153,10.599732728325762,15.443366013583727,9.58494374959264,11.243911500205286,15.892969153472222,11.172024345141836,16.517270489246584,13.862897121463902,17.980070693069138,19.31812455144245,11.74698151598568,9.030039997160202,9.621829460113076,11.698901632422348,11.352352220535977,11.812468878779327,-4.225532365540857,6.200490469360375,7.782337899800041,38,44,45,44,58,46,32,35,4,8,8,5,6,3,4,5,8,5,8,4,14.5,14.5,12.5,16.5,12.5,12.5,12.5,14.5,14.5,16.5,12.5,12.5,0.425181,9.507695949275266,15.284028984625865,19.330787729018045,107.99587194421883,168.70380594411185,117.81758880615234,133.3457268066934,1944.937967144232,599589.776822544,31535537.0,4.43973882176086,12.687933968553237,3.9489426596059385,3.417865019790798,0
1,2,1,2,1,1,2,1,2,1,1,2,1,11.532444258977192,14.91047701711068,13.759473518759478,9.350213362427894,9.74721112922998,11.116466905979904,11.761525724374224,11.873316688055638,9.41709732619347,16.08111426519463,15.590577668801416,13.51077165879542,15.203211582091171,15.556526476575527,15.501703614660071,15.819230105320456,10.838184388179798,11.167556435859296,13.001888987899292,14.618317643704358,14.199105006468017,12.353850083469297,9.469935503075249,14.442148230198654,10.9120528454514,11.8044904985436,12.51740258045902,-5.061114117321267,-6.647945966593397,16.72079201052111,40,46,50,50,48,40,35,32,4,7,8,7,6,3,6,6,8,6,8,5,16.5,14.5,14.5,14.5,16.5,16.5,10.5,12.5,16.5,14.5,12.5,14.5,0.387233,9.856615603297522,13.540215081012906,18.51740357075456,128.9943217395366,208.0065841575509,159.31735229492188,170.70967241855487,1702.73075208592,555797.5978498114,2704270.0,5.009442141193736,13.878150054296778,4.95978254844567,4.0612037233131,0
1,1,1,2,1,2,1,2,1,1,1,2,1,14.722387234913183,10.325619749957696,9.054689997108651,14.317878542700782,11.284424445824698,16.90186234214343,14.44410312664695,9.703344935784116,14.429822149919346,11.544802114600316,10.843233541818336,13.027343740919603,11.63655714620836,11.807531070197,14.63045629602857,14.230700420448557,11.775382722960783,10.486320533091202,17.046527424128726,13.048567218938842,13.350795454578474,11.330028849828524,10.523440398217645,13.668767079419922,11.047712436353322,14.138229780073743,14.075395972409751,-0.5039905670273583,6.479878614103654,-15.324336228048196,56,47,44,68,47,61,36,32,3,7,8,5,5,3,6,8,6,8,6,6,14.5,12.5,16.5,16.5,14.5,14.5,14.5,12.5,14.5,12.5,16.5,12.5,0.356785,10.161398977220076,15.359257654419194,17.483489012247816,162.06688465422545,254.13849656635824,206.35183715820312,195.3714615375648,1356.509518764722,534287.5650983063,2803.0,6.703253935437754,17.85295265783126,5.880182991669342,5.54038770587119,0
2,1,2,1,2,1,2,1,2,1,1,2,2,15.545533268013967,11.855570844607428,13.594321478391066,14.139350925805047,10.028426552424207,15.907353493617848,11.170125916833058,14.73094187793322,10.57260157749988,12.59027476538904,9.119999628746882,16.633392808260396,12.4918086102698,16.71783697162755,11.344584055477752,15.562435337575153,16.661702824989334,12.325176335172728,15.163237069034947,16.130117614986375,15.703193912515417,12.55654577765381,10.845204904850108,10.111691617348695,11.77571395476116,10.381252884340938,9.157582615676802,-1.4228682665561792,7.213460099679651,-16.51631000332418,43,41,51,55,39,62,32,34,3,8,7,5,5,3,6,6,6,5,6,5,12.5,14.5,14.5,12.5,12.5,14.5,12.5,12.5,14.5,16.5,16.5,16.5,0.390344,9.971929877295691,15.23672231048892,17.504552499094203,140.26045834114842,211.7842399286457,141.47933959960938,163.65716000849537,1473.7300686251187,574703.0794165502,602386.0,5.874935024255912,16.036498165502532,5.410795706778281,4.7323590290226,0
